feat_0,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,clip1,clip2,gaind,gainf,cdel,cbyp,x0,y0,mod_ampl,ngain,nbfbk,ncgain,rate_gain,noise_attack,fbk,tfbk,resonator_attack,attack_time,decay_time,sustain_level,release_time,initial_level
0.01,0.01,0.55424064,0.01,-400.07382,150.86775,45.57003,-27.057102,-36.400978,-11.536802,-1.5644987,-17.11405,-30.561884,-20.679085,-1.421858,-0.12454273,-19.820055,0.0016798408,0.0013466473,0.0012927719,0.0031461797,0.016752196,0.005079777,0.0018650546,0.010438709,0.25420222,1.0,0.383104,0.014209729,645.5208,650.1669,0.039236486,0.40357348,0.424,0.284,0.763,0.548,7.752,0.244,0.018,0.324,0.059,0.39,0.706,0.408,0.097,0.44,0.268,0.904,0.336,0.429,0.861,0.776,1.829,0.606
0.01,0.01,0.55415213,0.01,-395.01892,146.55392,44.390255,-27.172173,-36.62096,-11.760872,-1.3463271,-16.471848,-30.040962,-20.804768,-2.162532,-0.9525614,-20.209944,0.0020548555,0.0015806108,0.00144708,0.003301718,0.016712641,0.0047306493,0.0014782164,0.009801048,0.2527745,1.0,0.38488847,0.014912265,731.7557,768.76764,0.03922526,0.40362397,0.556,0.452,0.136,0.823,8.915,8.515,0.065,0.414,0.599,0.892,0.971,0.243,0.692,0.102,0.62,0.121,0.133,0.344,0.169,0.414,1.596,0.494
0.01,0.01,0.5542397,0.01,-398.61316,149.66124,45.59287,-26.866879,-36.38697,-11.58665,-1.5601367,-17.05821,-30.517986,-20.6902,-1.4628412,-0.1503936,-19.822903,0.0016762951,0.00134137,0.0012860312,0.0031323498,0.016737856,0.0050780163,0.0018579386,0.010423112,0.25417545,1.0,0.38312855,0.014203336,659.0184,681.06415,0.039230872,0.40358993,0.7,0.554,0.897,0.624,4.181,6.023,0.939,0.978,0.131,0.012,0.405,0.602,0.738,0.411,0.278,0.157,0.474,0.361,0.806,0.612,4.935,0.141
0.01,0.01,0.5542469,0.01,-401.24847,152.02892,45.917664,-27.683254,-37.070766,-11.468122,-0.66949725,-16.422325,-30.591671,-21.171223,-1.7090807,-0.08915794,-19.817753,0.0016221135,0.0013021618,0.0012641373,0.0031286457,0.016759455,0.005081517,0.0018773343,0.010504651,0.25426883,1.0,0.38298512,0.014092214,638.59174,630.14746,0.039230872,0.4035777,0.545,0.216,0.188,0.344,7.624,9.989,0.514,0.048,0.762,0.725,0.247,0.536,0.57,0.5,0.009,0.003,0.05,0.105,0.162,0.838,0.853,0.823
0.01,0.01,0.5542508,0.01,-399.91077,150.85846,46.035534,-27.385471,-37.100536,-11.53069,-0.7300508,-16.335588,-30.539852,-21.179531,-1.757329,-0.07189797,-19.75279,0.0016217122,0.0013010702,0.0012618381,0.0031182372,0.016724307,0.005065937,0.0018644874,0.010472854,0.2542311,1.0,0.38300976,0.014087986,646.9684,655.7986,0.039219648,0.40374386,0.714,0.715,0.195,0.155,1.312,5.741,0.675,0.109,0.336,0.813,0.69,0.875,0.718,0.071,0.325,0.665,0.003,0.439,0.921,0.858,1.089,0.488
0.01,0.01,0.55424,0.01,-399.61472,150.43477,45.592125,-27.010841,-36.417908,-11.565816,-1.574352,-17.110472,-30.563704,-20.694115,-1.439615,-0.14063029,-19.830797,0.0016802547,0.001346453,0.0012920466,0.0031442016,0.016751328,0.0050807963,0.0018645104,0.010437637,0.25419837,1.0,0.3831099,0.01421095,649.3166,660.03064,0.03924771,0.40357295,0.572,0.449,0.45,0.739,1.812,0.208,0.565,0.801,0.426,0.571,0.385,0.266,0.556,0.025,0.497,0.727,0.385,0.083,0.264,0.328,4.767,0.11
0.01,0.01,0.55416256,0.01,-395.01752,146.53616,44.390724,-27.157692,-36.60948,-11.758664,-1.3469346,-16.463684,-30.024538,-20.791357,-2.161196,-0.95822203,-20.20887,0.0020551658,0.0015811934,0.0014474596,0.0033021893,0.016708257,0.0047255736,0.0014740282,0.009793851,0.2527603,1.0,0.38489974,0.014914382,732.1794,769.0211,0.03922526,0.4036286,0.942,0.294,0.918,0.897,7.661,1.143,0.699,0.336,0.102,0.217,0.589,0.856,0.71,0.39,0.287,0.633,0.489,0.266,0.29,0.495,2.18,0.876
0.01,0.01,0.5542405,0.01,-398.91833,149.86084,45.60338,-26.903025,-36.403656,-11.596917,-1.5859601,-17.093271,-30.540592,-20.691729,-1.4561666,-0.14650525,-19.823107,0.0016754316,0.00134164,0.0012870248,0.0031351643,0.016739234,0.00507624,0.001857524,0.010424792,0.25418246,1.0,0.3831233,0.014203018,655.93774,674.9137,0.039230872,0.40358806,0.219,0.367,0.734,0.953,5.108,1.437,0.905,0.929,0.844,0.724,0.548,0.148,0.434,0.311,0.438,0.811,0.307,0.368,0.678,0.422,4.38,0.121
0.01,0.01,0.5542606,0.01,-400.7371,151.576,45.968975,-27.54813,-37.10507,-11.456432,-0.69754314,-16.38088,-30.580551,-21.166529,-1.7208469,-0.07925395,-19.788889,0.0016239042,0.0013030933,0.0012644096,0.0031283826,0.016759804,0.005081992,0.0018760043,0.010502549,0.2542632,1.0,0.38299656,0.014097805,641.5276,640.21155,0.039236486,0.4035785,0.862,0.477,0.194,0.823,8.143,4.861,0.39,0.778,0.173,0.767,0.193,0.556,0.343,0.056,0.367,0.892,0.404,0.031,0.361,0.763,2.847,0.436
0.01,0.01,0.5542408,0.01,-400.32047,151.21043,46.01606,-27.46807,-37.116234,-11.506934,-0.7286613,-16.367542,-30.565111,-21.170557,-1.7361164,-0.07162725,-19.769701,0.0016178793,0.0012985951,0.0012605853,0.003118321,0.016724426,0.00506591,0.0018660038,0.01047779,0.25424176,1.0,0.3829971,0.0140815545,644.0194,647.7857,0.03922526,0.40374115,0.255,0.566,0.452,0.523,3.741,9.531,0.926,0.653,0.153,0.755,0.832,0.355,0.223,0.222,0.833,0.465,0.033,0.374,0.028,0.781,0.36,0.146
0.01,0.01,0.55425006,0.01,-399.21188,150.11363,45.607815,-26.94781,-36.402637,-11.566174,-1.5627426,-17.08966,-30.546873,-20.692596,-1.4472147,-0.14020541,-19.825672,0.0016811203,0.0013464543,0.0012913726,0.0031419846,0.016750509,0.005082265,0.0018645853,0.010436564,0.25419295,1.0,0.3831164,0.01421254,652.9411,668.56836,0.039236486,0.403573,0.447,0.17,0.933,0.127,9.583,6.793,0.589,0.447,0.205,0.086,0.115,0.9,0.67,0.165,0.42,0.848,0.249,0.144,0.531,0.629,1.383,0.737
0.01,0.01,0.5541255,0.01,-395.02084,146.51656,44.377308,-27.167467,-36.617794,-11.767852,-1.3546704,-16.466984,-30.023594,-20.791409,-2.1676614,-0.97050774,-20.219326,0.0020567547,0.0015820723,0.0014480515,0.0033019092,0.016704593,0.0047230762,0.0014724055,0.009790258,0.2527538,1.0,0.3848987,0.014913824,732.4078,769.06506,0.039230872,0.40363303,0.856,0.618,0.873,0.314,5.031,1.691,0.562,0.905,0.565,0.529,0.817,0.109,0.835,0.112,0.782,0.231,0.035,0.224,0.871,0.32,3.878,0.512
0.01,0.01,0.5542397,0.01,-399.26123,150.13815,45.612022,-26.945467,-36.40198,-11.573991,-1.5808308,-17.108023,-30.549543,-20.684952,-1.4456114,-0.14316706,-19.83006,0.001676176,0.0013427282,0.0012886047,0.0031382511,0.016741034,0.0050757113,0.0018597216,0.010426919,0.2541887,1.0,0.38311487,0.014202247,652.49927,667.5241,0.039242096,0.40358576,0.945,0.979,0.309,0.329,2.063,1.792,0.078,0.147,0.112,0.596,0.206,0.372,0.295,0.311,0.524,0.83,0.3,0.296,0.552,0.482,4.646,0.041
0.01,0.01,0.5542709,0.01,-400.27637,151.15686,45.99699,-27.475637,-37.110462,-11.489814,-0.7133842,-16.362078,-30.56596,-21.173101,-1.7430654,-0.08402832,-19.780457,0.0016274735,0.0013052232,0.0012655044,0.0031283419,0.016760325,0.005082528,0.0018749917,0.010499132,0.2542556,1.0,0.38300842,0.014104066,644.4732,648.90497,0.039236486,0.40357843,0.213,0.287,0.372,0.364,8.042,3.354,0.749,0.087,0.004,0.909,0.306,0.868,0.412,0.335,0.341,0.663,0.427,0.331,0.629,0.393,0.069,0.277
0.01,0.01,0.5542399,0.01,-400.78912,151.63406,45.981033,-27.544832,-37.10699,-11.471598,-0.7103863,-16.38887,-30.579672,-21.164494,-1.7126675,-0.07047283,-19.783798,0.0016151711,0.0012971017,0.0012599664,0.003118747,0.016724603,0.0050659315,0.0018675338,0.010481769,0.2542506,1.0,0.38298607,0.014076154,641.07416,638.86597,0.039219648,0.40373757,0.196,0.108,0.395,0.442,5.926,3.22,0.219,0.432,0.153,0.267,0.548,0.521,0.252,0.299,0.773,0.165,0.206,0.111,0.73,0.496,3.791,0.318
0.01,0.01,0.55426365,0.01,-398.87408,149.84436,45.597515,-26.904951,-36.396553,-11.577826,-1.5600184,-17.072805,-30.537624,-20.700047,-1.4580568,-0.142396,-19.82085,0.001680623,0.0013455335,0.0012899042,0.0031390123,0.01674911,0.005083102,0.001862704,0.010435056,0.25418788,1.0,0.38312545,0.014213858,656.3543,675.89667,0.039242096,0.403573,0.474,0.997,0.499,0.259,9.082,9.249,0.958,0.351,0.962,0.519,0.837,0.298,0.248,0.201,0.608,0.221,0.355,0.071,0.549,0.947,4.859,0.015
0.01,0.01,0.5541189,0.01,-395.01587,146.5381,44.389454,-27.166517,-36.62342,-11.773853,-1.3584783,-16.470287,-30.027294,-20.792229,-2.1615555,-0.9588117,-20.209558,0.002051698,0.0015789625,0.0014458257,0.003299442,0.01670149,0.004723811,0.0014737775,0.00979225,0.25275874,1.0,0.38488856,0.014907147,732.13306,768.89844,0.03922526,0.40363833,0.252,0.227,0.827,0.917,8.332,2.928,0.921,0.019,0.75,0.061,0.79,0.371,0.206,0.049,0.417,0.474,0.23,0.03,0.641,0.835,3.973,0.842
0.01,0.01,0.5542533,0.01,-399.65942,150.48088,45.61329,-26.988039,-36.39609,-11.555266,-1.5794096,-17.119465,-30.558899,-20.68064,-1.4295038,-0.12891531,-19.822834,0.0016755301,0.0013428001,0.0012892963,0.0031405324,0.016742101,0.005074409,0.0018597345,0.010428716,0.25419447,1.0,0.3831106,0.014201923,648.90466,659.2217,0.039230872,0.4035848,0.631,0.137,0.906,0.684,5.751,8.216,0.642,0.781,0.164,0.873,0.944,0.679,0.525,0.423,0.181,0.187,0.114,0.379,0.894,0.503,4.213,0.855
0.01,0.01,0.5542408,0.01,-399.88547,150.79597,46.00244,-27.408466,-37.117443,-11.5418825,-0.73957235,-16.34611,-30.550367,-21.190424,-1.7712777,-0.08626695,-19.759844,0.0016318526,0.0013079466,0.0012668924,0.0031285742,0.016761068,0.005083062,0.0018737445,0.0104951225,0.25424537,1.0,0.38302428,0.014112614,647.4151,656.69403,0.039230872,0.4035788,0.765,0.359,0.241,0.919,6.746,6.083,0.463,0.76,0.979,0.192,0.409,0.587,0.53,0.292,0.848,0.088,0.295,0.443,0.062,0.532,2.842,0.246
0.01,0.01,0.5542426,0.01,-401.29312,152.10948,45.953293,-27.661386,-37.038788,-11.466078,-0.6604721,-16.417433,-30.577744,-21.158022,-1.691341,-0.06785859,-19.801132,0.0016138284,0.0012963932,0.0012598655,0.003119261,0.016724803,0.0050658095,0.0018690971,0.010484825,0.2542568,1.0,0.38297725,0.014072398,638.1533,628.74365,0.03922526,0.4037336,0.229,0.279,0.531,0.93,6.421,5.708,0.159,0.762,0.536,0.67,0.917,0.555,0.896,0.085,0.173,0.81,0.489,0.166,0.474,0.83,1.405,0.528
0.01,0.01,0.554264,0.01,-398.59253,149.62273,45.560417,-26.896486,-36.407295,-11.594391,-1.5597457,-17.060362,-30.53307,-20.71457,-1.4797112,-0.15769713,-19.83033,0.0016816601,0.0013453785,0.0012889896,0.0031363121,0.016748317,0.0050852,0.0018633008,0.0104338825,0.25418174,1.0,0.3831313,0.014214768,659.3982,681.7822,0.039242096,0.40357247,0.412,0.906,0.436,0.795,7.733,1.52,0.387,0.179,0.213,0.843,0.367,0.144,0.791,0.481,0.402,0.866,0.176,0.233,0.708,0.58,2.075,0.61
0.01,0.01,0.55411077,0.01,-394.99463,146.58539,44.415836,-27.154455,-36.605343,-11.745437,-1.3321038,-16.459415,-30.028093,-20.788948,-2.1458292,-0.940253,-20.204517,0.0020484987,0.0015764242,0.001443965,0.0032965178,0.016699124,0.0047270297,0.0014775943,0.00979763,0.25277165,1.0,0.38486555,0.014897442,731.68524,768.56287,0.039230872,0.40364304,0.463,0.12,0.982,0.586,9.997,7.469,0.501,0.18,0.954,0.258,0.261,0.55,0.978,0.28,0.894,0.937,0.364,0.337,0.696,0.617,3.196,0.522
0.01,0.01,0.5542668,0.01,-400.1446,150.89897,45.552376,-27.070263,-36.40617,-11.545482,-1.5872694,-17.140759,-30.57407,-20.685177,-1.4322914,-0.13383171,-19.837074,0.0016756088,0.0013433784,0.0012902997,0.0031426505,0.016743142,0.0050737406,0.0018607205,0.010430231,0.2541995,1.0,0.38310507,0.014201239,645.0986,649.2396,0.039236486,0.403583,0.88,0.898,0.876,0.816,6.419,3.161,0.484,0.783,0.281,0.486,0.762,0.237,0.448,0.269,0.041,0.928,0.009,0.38,0.866,0.563,4.193,0.951
0.01,0.01,0.55424,0.01,-399.52222,150.50955,46.01505,-27.325676,-37.094944,-11.564473,-0.7411705,-16.309063,-30.514765,-21.189781,-1.787048,-0.080817945,-19.7302,0.0016356225,0.0013104632,0.0012681377,0.0031286716,0.016761564,0.005082734,0.0018707773,0.010489652,0.25423348,1.0,0.38304463,0.014122088,650.375,663.9863,0.039236486,0.4035791,0.87,0.144,0.275,0.521,1.988,4.398,0.854,0.929,0.067,0.83,0.972,0.773,0.308,0.36,0.292,0.169,0.391,0.293,0.59,0.538,1.715,0.065
0.01,0.01,0.5542565,0.01,-401.83157,152.58357,45.9081,-27.832596,-36.963917,-11.499876,-0.66770595,-16.414787,-30.628376,-21.142658,-1.7042187,-0.06960187,-19.809307,0.0016113401,0.0012950865,0.0012592223,0.0031192715,0.016724661,0.005065419,0.0018690313,0.010486924,0.25426152,1.0,0.38297352,0.014069788,635.3099,617.1235,0.039219648,0.4037297,0.454,0.548,0.599,0.145,5.629,2.383,0.182,0.051,0.174,0.657,0.458,0.735,0.152,0.101,0.804,0.669,0.074,0.205,0.578,0.747,0.413,0.913
0.01,0.01,0.55424047,0.01,-398.33365,149.46251,45.555878,-26.86105,-36.392487,-11.586636,-1.5373651,-17.029524,-30.51268,-20.71102,-1.4828492,-0.15076827,-19.812672,0.0016809814,0.0013440669,0.0012871126,0.0031327845,0.01674679,0.0050864783,0.0018616045,0.010432519,0.2541753,1.0,0.38314152,0.014215845,662.21796,686.9609,0.039242096,0.403573,0.395,0.869,0.342,0.923,2.444,1.905,0.972,0.354,0.097,0.055,0.313,0.424,0.346,0.408,0.272,0.573,0.337,0.177,0.555,0.376,3.596,0.423
0.01,0.01,0.5541098,0.01,-395.00418,146.62115,44.42417,-27.164953,-36.61549,-11.744992,-1.3325773,-16.476486,-30.059372,-20.8123,-2.143393,-0.9203306,-20.195572,0.0020402067,0.0015708992,0.001440009,0.0032920036,0.016697474,0.0047330903,0.0014841136,0.009808011,0.25279427,1.0,0.38483456,0.014883075,730.7776,767.8219,0.039230872,0.40364847,0.645,0.265,0.412,0.385,1.947,4.539,0.415,0.928,0.033,0.488,0.495,0.404,0.757,0.248,0.897,0.115,0.353,0.174,0.105,0.373,2.849,0.528
0.01,0.01,0.554257,0.01,-400.709,151.46404,45.463882,-27.122492,-36.362186,-11.531623,-1.567561,-17.146725,-30.564173,-20.6799,-1.4065253,-0.124232896,-19.824486,0.0016758803,0.0013439151,0.0012911374,0.0031443625,0.016744021,0.005073199,0.0018616908,0.010431754,0.25420326,1.0,0.38310128,0.014201185,641.1451,637.04004,0.039236486,0.40358207,0.452,0.282,1.0,0.808,7.202,3.139,0.118,0.132,0.527,0.478,0.385,0.567,0.334,0.251,0.627,0.245,0.134,0.276,0.071,0.874,3.364,0.474
0.01,0.01,0.5542408,0.01,-399.21658,150.22032,45.982788,-27.28337,-37.103558,-11.615464,-0.768881,-16.29603,-30.505688,-21.21892,-1.8297316,-0.09573128,-19.719038,0.0016423203,0.0013145367,0.0012704157,0.0031295167,0.016762782,0.005083023,0.0018690618,0.010483407,0.25421882,1.0,0.38306522,0.014133382,653.36194,670.7528,0.039236486,0.40357876,0.131,0.723,0.337,0.544,3.896,4.266,0.951,0.238,0.158,0.297,0.853,0.626,0.331,0.161,0.389,0.237,0.028,0.128,0.909,0.769,0.723,0.831
0.01,0.01,0.55426997,0.01,-402.21786,152.96594,45.939888,-28.007511,-36.802708,-11.539334,-0.61467415,-16.403402,-30.60623,-21.145945,-1.6703024,-0.07275273,-19.82153,0.001611836,0.001295237,0.0012594674,0.0031197886,0.016724896,0.00506566,0.0018704614,0.010488328,0.25426435,1.0,0.3829683,0.014068289,632.6897,603.06635,0.039219648,0.4037248,0.114,0.271,0.924,0.515,9.641,1.983,0.271,0.499,0.836,0.177,0.216,0.341,0.41,0.202,0.695,0.578,0.199,0.324,0.206,0.983,0.027,0.45
0.01,0.01,0.5542401,0.01,-398.13193,149.30966,45.50603,-26.881159,-36.415134,-11.599241,-1.5310289,-17.018188,-30.516851,-20.734476,-1.5107543,-0.16985199,-19.826626,0.0016813204,0.0013433968,0.001285787,0.0031296073,0.016745687,0.005088263,0.0018613874,0.0104311975,0.2541692,1.0,0.38314775,0.014215997,664.66583,691.3373,0.039236486,0.4035727,0.672,0.859,0.828,0.496,2.369,1.245,0.908,0.787,0.705,0.506,0.765,0.486,0.422,0.27,0.577,0.122,0.454,0.416,0.315,0.433,1.733,0.821
0.01,0.01,0.55411977,0.01,-394.98145,146.71266,44.47523,-27.14355,-36.594025,-11.706073,-1.292544,-16.456104,-30.058895,-20.807503,-2.116716,-0.8816289,-20.173079,0.0020305663,0.0015646876,0.0014355239,0.0032864737,0.016696448,0.004741867,0.0014932317,0.009822153,0.25282538,1.0,0.3847924,0.014864546,729.67804,767.1143,0.03922526,0.4036539,0.184,0.644,0.849,0.392,9.409,2.429,0.007,0.027,0.762,0.063,0.207,0.346,0.422,0.461,0.263,0.602,0.334,0.2,0.945,0.909,2.565,0.916
0.01,0.01,0.5542398,0.01,-401.3129,152.0312,45.33623,-27.259775,-36.26945,-11.606149,-1.5431956,-17.179792,-30.57584,-20.6795,-1.4264182,-0.11423399,-19.842117,0.0016750284,0.0013437347,0.0012913169,0.0031452281,0.016744414,0.0050724926,0.0018612447,0.010432809,0.25420666,1.0,0.38309976,0.014200785,637.3552,622.923,0.039236486,0.4035811,0.771,0.371,0.415,0.51,5.661,1.055,0.896,0.134,0.669,0.666,0.605,0.897,0.428,0.4,0.13,0.084,0.011,0.481,0.74,0.778,4.793,0.825
0.01,0.01,0.5542491,0.01,-398.92264,149.99202,45.98288,-27.2058,-37.074688,-11.637599,-0.77672285,-16.262934,-30.472412,-21.224037,-1.852492,-0.08863304,-19.679922,0.001647745,0.0013180324,0.0012722221,0.0031300099,0.016763404,0.005082086,0.0018648612,0.0104757575,0.2542013,1.0,0.38309455,0.014146784,656.337,677.04767,0.039236486,0.40357924,0.584,0.168,0.493,0.153,6.844,6.859,0.854,0.695,0.829,0.454,0.476,0.14,0.986,0.33,0.261,0.282,0.089,0.089,0.316,0.99,4.327,0.41
0.01,0.01,0.5542501,0.01,-402.3285,153.02011,45.964783,-28.103214,-36.762096,-11.580481,-0.6446456,-16.40561,-30.645414,-21.13755,-1.684019,-0.06505689,-19.821096,0.0016108988,0.001294633,0.0012591206,0.0031196307,0.016724432,0.0050652474,0.0018698416,0.0104886945,0.25426486,1.0,0.38297027,0.0140685495,631.4298,593.6306,0.039208423,0.40372023,0.393,0.566,0.963,0.229,3.632,4.021,0.067,0.438,0.733,0.092,0.966,0.222,0.63,0.307,0.153,0.015,0.468,0.163,0.808,0.341,3.599,0.693
0.01,0.01,0.55424047,0.01,-397.94604,149.21313,45.49606,-26.865927,-36.402737,-11.57883,-1.4965454,-16.986847,-30.50601,-20.740952,-1.5174512,-0.16485022,-19.814577,0.0016809547,0.0013422617,0.0012841333,0.0031263293,0.016744686,0.0050899484,0.0018608533,0.010430424,0.25416306,1.0,0.3831548,0.014216028,666.78265,694.95386,0.039242096,0.4035731,0.345,0.694,0.438,0.487,2.445,0.994,0.864,0.554,0.45,0.193,0.414,0.752,0.054,0.229,0.648,0.805,0.253,0.276,0.875,0.938,0.978,0.3
0.01,0.01,0.5541256,0.01,-394.9905,146.78098,44.4998,-27.153702,-36.60662,-11.703177,-1.284113,-16.464155,-30.082666,-20.823095,-2.104208,-0.85173553,-20.15749,0.0020200403,0.0015578704,0.0014307731,0.0032801433,0.01669601,0.004752695,0.0015043854,0.009839829,0.25286406,1.0,0.38474104,0.014843072,728.31,766.02344,0.039230872,0.4036592,0.73,0.103,0.15,0.976,2.094,0.007,0.888,0.781,0.351,0.882,0.279,0.083,0.103,0.338,0.459,0.204,0.026,0.164,0.357,0.602,2.519,0.689
0.01,0.01,0.5542407,0.01,-401.78043,152.52042,45.24807,-27.383465,-36.098656,-11.683229,-1.485084,-17.178493,-30.575869,-20.675241,-1.4010648,-0.12636434,-19.82782,0.0016758981,0.0013443768,0.0012919465,0.003146047,0.016745,0.005072826,0.0018627256,0.010433655,0.25420833,1.0,0.38309675,0.014200763,633.8836,605.4783,0.039219648,0.40358007,0.398,0.519,0.58,0.233,0.441,4.679,0.319,0.402,0.8,0.485,0.288,0.798,0.883,0.275,0.375,0.371,0.165,0.23,0.98,0.911,2.413,0.299
0.01,0.01,0.5542628,0.01,-398.65244,149.76643,45.948635,-27.168762,-37.074795,-11.677808,-0.79596895,-16.236858,-30.443941,-21.23895,-1.8953162,-0.109272964,-19.66493,0.0016562282,0.0013231754,0.0012751839,0.0031313843,0.01676448,0.00508101,0.0018613152,0.010466577,0.25418097,1.0,0.38312352,0.014161455,659.38306,683.1812,0.039230872,0.40357876,0.472,0.762,0.774,0.111,3.415,0.443,0.862,0.287,0.308,0.021,0.516,0.58,0.905,0.091,0.06,0.717,0.181,0.411,0.587,0.893,1.271,0.667
0.01,0.01,0.55424005,0.01,-402.11807,152.8659,45.90552,-27.935131,-36.874855,-11.522088,-0.64171845,-16.413876,-30.60596,-21.155952,-1.663647,-0.088776805,-19.800732,0.001612067,0.0012953066,0.0012594286,0.0031195777,0.016724244,0.005065685,0.0018703283,0.010488507,0.25426415,1.0,0.38297102,0.014069472,633.5679,608.1927,0.039230872,0.4037149,0.993,0.69,0.614,0.412,9.221,2.345,0.504,0.447,0.331,0.937,0.272,0.743,0.818,0.296,0.679,0.137,0.448,0.03,0.208,0.923,2.917,0.932
0.01,0.01,0.5542523,0.01,-397.80112,149.1255,45.464844,-26.883657,-36.418125,-11.5765,-1.4731961,-16.963121,-30.504065,-20.761545,-1.541083,-0.17638028,-19.818949,0.0016795474,0.0013406068,0.0012822142,0.0031230245,0.016743675,0.005091188,0.0018596333,0.010429796,0.2541584,1.0,0.38316095,0.014214732,668.54913,697.90625,0.039242096,0.40357304,0.669,0.453,0.144,0.605,8.209,0.62,0.564,0.783,0.433,0.168,0.175,0.271,0.003,0.354,0.866,0.108,0.238,0.041,0.127,0.353,0.164,0.608
0.01,0.01,0.5540922,0.01,-395.0036,146.87164,44.54734,-27.14608,-36.61042,-11.69473,-1.2693524,-16.464304,-30.098156,-20.83048,-2.080226,-0.8064542,-20.125605,0.002004596,0.0015482688,0.0014239033,0.0032723628,0.0166962,0.0047659925,0.0015178946,0.009861676,0.25291106,1.0,0.38468283,0.014816879,726.63165,764.43896,0.039230872,0.40366492,0.32,0.869,0.933,0.525,9.473,9.077,0.805,0.008,0.899,0.516,0.085,0.684,0.017,0.423,0.545,0.9,0.068,0.466,0.371,0.482,2.285,0.256
0.01,0.01,0.5542397,0.01,-401.8386,152.55692,45.25781,-27.416876,-36.063507,-11.707303,-1.4821014,-17.184866,-30.589636,-20.67171,-1.4122599,-0.11175196,-19.82955,0.0016752856,0.0013440219,0.0012917098,0.003145964,0.016744757,0.0050724032,0.0018617593,0.010434016,0.254209,1.0,0.3830989,0.014201359,633.21954,601.0878,0.03922526,0.4035799,0.904,0.441,0.822,0.343,7.022,2.625,0.295,0.049,0.738,0.112,0.814,0.747,0.411,0.362,0.218,0.058,0.461,0.241,0.974,0.816,0.381,0.592
0.01,0.01,0.5542663,0.01,-398.40335,149.562,45.92603,-27.11832,-37.066124,-11.719955,-0.8222478,-16.213518,-30.412476,-21.247934,-1.9302355,-0.11826415,-19.634062,0.0016645155,0.0013282596,0.0012779977,0.0031329563,0.016765624,0.0050792317,0.0018563499,0.010456316,0.25415757,1.0,0.38315925,0.014178682,662.4294,688.8224,0.039236486,0.40357906,0.322,0.845,0.881,0.569,9.724,7.236,0.594,0.087,0.764,0.974,0.828,0.083,0.092,0.049,0.605,0.305,0.31,0.14,0.076,0.907,4.482,0.793
0.01,0.01,0.55424035,0.01,-401.60898,152.40399,45.92538,-27.764767,-36.973522,-11.483619,-0.65879786,-16.427225,-30.598413,-21.135056,-1.6929926,-0.06325024,-19.80971,0.0016130904,0.0012958528,0.0012596921,0.0031193015,0.01672392,0.0050659142,0.0018699882,0.010487468,0.25426176,1.0,0.38297492,0.014071651,636.38055,621.68646,0.03922526,0.40370977,0.276,0.411,0.444,0.924,3.504,0.393,0.37,0.262,0.135,0.251,0.432,0.716,0.069,0.3,0.088,0.286,0.174,0.21,0.064,0.474,0.916,0.304
0.01,0.01,0.5542659,0.01,-397.6825,149.0645,45.438763,-26.906023,-36.43718,-11.572697,-1.4457304,-16.936077,-30.499384,-20.777447,-1.5610931,-0.18848196,-19.824175,0.001679302,0.0013396529,0.0012808976,0.0031203513,0.01674333,0.00509299,0.0018601967,0.010429808,0.25415403,1.0,0.383163,0.01421298,669.9458,700.2228,0.039236486,0.40357304,0.333,0.166,0.341,0.838,5.888,8.585,0.915,0.221,0.632,0.599,0.186,0.426,0.558,0.456,0.202,0.876,0.17,0.447,0.388,0.507,2.663,0.662
0.01,0.01,0.5540826,0.01,-395.0163,146.96965,44.59367,-27.14201,-36.609196,-11.671457,-1.234439,-16.447464,-30.104986,-20.835766,-2.063431,-0.7734871,-20.107635,0.001991699,0.0015395387,0.0014178196,0.0032646921,0.016696982,0.004780798,0.0015330114,0.009885635,0.25296322,1.0,0.38461474,0.014789199,724.858,762.9713,0.039230872,0.40367022,0.406,0.864,0.375,0.76,0.228,2.309,0.716,0.727,0.515,0.658,0.766,0.629,0.942,0.435,0.89,0.019,0.252,0.322,0.012,0.458,4.558,0.045
0.01,0.01,0.5542553,0.01,-401.4968,152.21832,45.283424,-27.284393,-36.229473,-11.600789,-1.541101,-17.165295,-30.59269,-20.670826,-1.4300836,-0.11439119,-19.846016,0.0016761306,0.0013444561,0.0012919097,0.003145777,0.016744722,0.005073089,0.0018626523,0.010434052,0.2542083,1.0,0.3830992,0.014201799,636.241,618.101,0.039230872,0.403579,0.467,0.6,0.289,0.376,3.236,7.67,0.997,0.124,0.045,0.414,0.66,0.868,0.265,0.227,0.39,0.156,0.262,0.406,0.504,0.447,0.943,0.834
